ID,Lat,Long,Location,Date,Year,Month,Day,Season,Time,NightDay,Type,CoyoteNumber,CoyoteYoung,HumanActivity,VulnerableIndividual,DogPresent,Hazing,CoyoteResponse,HumanPerception,Health,Classifier
3846,53.51432184,-113.4742064,On pathway in Mill Creek Ravine,2/24/2017,2017,2,24,Breeding,2:00:00 PM,Day,Sighting,One,Unknown,Walking,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
3847,53.51213996,-113.4695287,76 Ave &amp; 95 st (mill creek ravine),2/16/2017,2017,2,16,Breeding,8:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3848,53.54642551,-113.4392304,Wayne Gretzky drive and 106 avenue,2/15/2017,2017,2,15,Breeding,Afternoon,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
3849,53.521897,-113.474292,86 Avenue NW and 95 Street nw,2/26/2017,2017,2,26,Breeding,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,7,Unknown,Unknown,ACain
3850,53.53573913,-113.4816737,Near exit off of 98 Ave towards connors road,2/22/2017,2017,2,22,Breeding,9:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3851,53.498606,-113.556945,Grand View Dr NW and 63 Ave ,2/24/2017,2017,2,24,Breeding,9:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TDupuis
3852,53.53022958,-113.4827037,Millcreek - paved trail to the west -due east of the Old Timers cabin,5/1/2017,2017,5,1,PupRearing,2:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,3,Unknown,Unknown,Mpruden
3853,53.49478301,-113.5932965,Unknown,3/4/2017,2017,3,4,Breeding,9:00:00 PM,Night,Sighting,One,Yes,Walking,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3854,53.52219354,-113.477983,Ally between 86 &amp; 87 Ave by Mill Creek Ravine,3/6/2017,2017,3,6,Breeding,1:00:00 PM,Day,Sighting,Two,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Healthy,Mpruden
3855,53.52616073,-113.4768028,92 Ave and 95 St,3/10/2017,2017,3,10,Breeding,8:00:00 AM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3856,53.46362476,-113.419146,49A  ST &amp; 32  AV NW  EDMONTON WEINLOS,3/14/2017,2017,3,14,Breeding,5:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
3857,53.5885026,-113.3932895,130 ave and 33 st,1/6/2017,2017,1,6,Breeding,7:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
3858,53.53836611,-113.5532136,Unknown,3/15/2017,2017,3,15,Breeding,9:00:00 AM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3859,53.51862148,-113.5544152,Valleyview Cres and 137 Street,3/25/2017,2017,3,25,Breeding,9:00:00 AM,Day,Encounter,Two,Unknown,Walking,Dog,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3860,53.39914147,-113.5539002,Desrochers Blvd SW (St. Thomas Aquinas Forrest),3/26/2017,2017,3,26,Breeding,Evening,Unknown,Sighting,Unknown,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
3861,53.52649237,-113.4751935,Ecole Maurice-Lavalle soccer field,3/25/2017,2017,3,25,Breeding,3:00:00 PM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,3,Unknown,Unknown,Mpruden
3862,53.5097936,-113.4654806,73 ave and 91st - Mill Creek Ravine Soutn,4/5/2017,2017,4,5,Breeding,7:00:00 PM,Day,Encounter,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3863,53.540854,-113.551081,St. George&#039;s Crescent NW at the bend across from Wellington &amp; Tweedsmuir Crescents,4/8/2017,2017,4,8,Breeding,Afternoon,Day,Sighting,Two,Unknown,Cycling,Unknown,Unknown,No,Unknown,Positive,Unknown,HDunsireÂ 
3864,53.484645,-113.445977,Whitemud drive East and 66 street exit,4/24/2017,2017,4,24,Breeding,5:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Concern,Unhealthy,HDunsireÂ 
3865,53.52923472,-113.4859223,107st 132 ave nw,5/20/2017,2017,5,20,PupRearing,12:00:00 AM,Night,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3866,53.614103,-113.565449,"153ave before 142st going south down railroad tracks, Black with a little white",6/22/2017,2017,6,22,PupRearing,Dawn,Night,Sighting,One,Unknown,Unknown,Dog,Unknown,Unknown,Unknown,Unknown,Unknown,TDupuis
3867,53.50101191,-113.5591359,13909 Fox Drive,6/25/2017,2017,6,25,PupRearing,10:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3868,53.5059127,-113.5956998,Patricia Ravine off leash trail,7/12/2017,2017,7,12,PupRearing,6:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,OffLeash,Unknown,8,Unknown,Unknown,Mpruden
3869,53.54078891,-113.470108,92st cameron avenue,7/18/2017,2017,7,18,PupRearing,8:00:00 PM,Day,Encounter,Two,Yes,Walking,Dog,Unknown,Unknown,6,Unknown,Unknown,Mpruden
3870,53.50775035,-113.598103,75 ave and 158 street ,7/18/2017,2017,7,18,PupRearing,3:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,OffLeash,No,7,Unknown,Unknown,Mpruden
3871,53.50701019,-113.4587569,"Mill Creek Ravine, near Argyll and 83rd St.",7/27/2017,2017,7,27,PupRearing,7:00:00 AM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,Unknown,Unknown,Negative,Unknown,Mpruden
3872,53.50310502,-113.5407681,Fox Drive and 122 Street,8/4/2017,2017,8,4,PupRearing,8:00:00 AM,Day,Sighting,One,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3873,53.5246938,-113.4786267,88th Ave and 97th St,8/25/2017,2017,8,25,PupRearing,6:00:00 AM,Night,Encounter,One,Unknown,Unknown,Unknown,Unknown,No,1,Unknown,Unknown,Mpruden
3874,53.46649253,-113.5644789,Omand Dr and Olsen Close,8/25/2017,2017,8,25,PupRearing,8:00:00 AM,Day,Sighting,Unknown,Unknown,Walking,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
3875,53.52413253,-113.478455,92ave and 97st,9/5/2017,2017,9,5,Dispersal,6:00:00 AM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,2,Unknown,Healthy,Mpruden
3876,53.52798028,-113.5132111,Between the south ends of the lrt and high level bridge,7/20/2016,2016,7,20,PupRearing,7:00:00 PM,Day,Sighting,One,Unknown,Walking,Unknown,Unknown,Yes,2,Unknown,Healthy,Ahamid
3877,53.457575,-113.400733,Star Blanket Park,10/19/2017,2017,10,19,Dispersal,Morning,Day,Sighting,One,Unknown,Unknown,Child,Unknown,No,6,Negative,Unknown,MTiwari
3878,53.5429,-113.549622,132 ST 102 AVE ,10/25/2017,2017,10,25,Dispersal,Morning,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TDupuis
3879,53.53882518,-113.5641141,142 bridge,11/8/2017,2017,11,8,Dispersal,9:00:00 PM,Night,Encounter,One,Unknown,Unknown,Dog,Unknown,Yes,8,Unknown,Unknown,Mpruden
3880,53.464176,-113.536294,Masters Green 3221 119 St,11/14/2017,2017,11,14,Dispersal,Unknown,Unknown,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
3881,53.53780502,-113.5214562,victoria park rd/ 116 st,11/18/2017,2017,11,18,Dispersal,2:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3882,53.5391631,-113.4757836,98a Ave and 96 St NW,11/17/2017,2017,11,17,Dispersal,10:00:00 AM,Day,Sighting,One,Unknown,OutdoorAct,Unknown,Unknown,No,1,Unknown,Unknown,Mpruden
3883,53.52921816,-113.5536588,"West edge of Hawrelak Park, in the trees along William Hawrelak Park Road. ",11/22/2017,2017,11,22,Dispersal,5:00:00 PM,Day,Sighting,One,Unknown,OutdoorAct,Unknown,Unknown,No,2,Neutral,Unknown,Mpruden
3884,53.54122555,-113.4743835,Cameron Road and 94th Street,12/4/2017,2017,12,4,Dispersal,8:00:00 AM,Night,Sighting,Unknown,Unknown,Walking,Dog,Unknown,No,2,Unknown,Unknown,Mpruden
3885,53.53624923,-113.4955354,Rossdale Rd NW &amp; 102 Street NW,12/1/2015,2015,12,1,Dispersal,Night,Night,Sighting,One,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3886,53.52959185,-113.4875531,"Highlands Golf Course (67 street, just off Ada Blvd)",12/3/2017,2017,12,3,Dispersal,3:00:00 PM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
3887,53.52755107,-113.4899564,95 street/107 ave,12/8/2017,2017,12,8,Dispersal,Dawn,Night,Sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Mpruden
3888,53.55611312,-113.4649796,Unknown,12/16/2017,2017,12,16,Dispersal,Unknown,Unknown,Encounter,One,Unknown,Walking,Dog,Unknown,Yes,6,Unknown,Healthy,Mpruden
3889,53.44456099,-113.5178299,111 St. &amp; 12 Ave NW Near Blackmud Creek Ravine,12/20/2017,2017,12,20,Dispersal,9:00:00 AM,Day,Sighting,One,Unknown,HomeYard,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3890,53.51448771,-113.5836835,Ravine near Lynnwood Way at 150 St,12/31/2017,2017,12,31,Dispersal,1:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Leashed,Yes,6,Neutral,Unknown,Mpruden
3891,53.53686135,-113.5181088,99 ave and 113 st (on walking path by golf course),1/1/2018,2018,1,1,Breeding,5:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,Yes,3,Unknown,Unknown,Mpruden
3892,53.50917957,-113.5634274,105 LAurier Drive,1/5/2018,2018,1,5,Breeding,8:00:00 AM,Night,Sighting,Three,Unknown,Walking,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3893,53.50613603,-113.6202473,Callingwood Dog Park,1/14/2018,2018,1,14,Breeding,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3894,53.47595033,-113.4139855,50th St NW and 40th Ave NW ,1/20/2018,2018,1,20,Breeding,4:00:00 PM,Day,Sighting,One,Unknown,Driving,Dog,Leashed,No,4,Unknown,Healthy,Mpruden
3895,53.56008987,-113.4647221,112 avenue and 80 st,1/21/2018,2018,1,21,Breeding,6:00:00 PM,Night,Sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3896,53.52979593,-113.5637708,Unknown,1/23/2018,2018,1,23,Breeding,11:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3897,53.499311,-113.565396,61 Avenue 143 Street ,1/20/2018,2018,1,20,Breeding,8:00:00 AM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,KNguyen
3898,53.59865927,-113.3729014,Hermitage Park on the River Bank,1/24/2018,2018,1,24,Breeding,2:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
3899,53.531755,-113.421745,9346 56 Street NW,1/27/2018,2018,1,27,Breeding,Dawn,Night,Sighting,More,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SEnns
3900,53.49886764,-113.6431856,Wilfred Webb Park,1/30/2018,2018,1,30,Breeding,4:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Mpruden
3901,53.47750614,-113.552602,4120 Aspen Drive West,2/1/2018,2018,2,1,Breeding,4:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unhealthy,Mpruden
3902,53.45442616,-113.5500378,Aspen Drive NW and 39 ave NW,2/1/2018,2018,2,1,Breeding,3:00:00 PM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,3,Concern,Unhealthy,Mpruden
3903,53.44665689,-113.5597367,"Macneil way and Macneil Link, Magrath Natural area",2/4/2018,2018,2,4,Breeding,4:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3904,53.548826,-113.465451,Dawson Bridge &amp; Rowland Rd: Crossing river ice,1/25/2018,2018,1,25,Breeding,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Healthy,HDunsireÂ 
3905,53.52959641,-113.5198093,Cooling Plant Gate,2/10/2018,2018,2,10,Breeding,5:00:00 AM,Night,Encounter,One,Unknown,HomeYard,Unknown,Unknown,Yes,3,Unknown,Unknown,Mpruden
3906,53.53979431,-113.5685773,143 99 ave,2/11/2018,2018,2,11,Breeding,Afternoon,Day,Sighting,One,Unknown,HomeYard,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
3907,53.53894922,-113.5689313,144 St &amp; Summit Dr,2/13/2018,2018,2,13,Breeding,9:00:00 PM,Night,Sighting,Two,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3908,53.55651,-113.467189,Jasper Avenue &amp; 82 Street ,2/27/2018,2018,2,27,Breeding,Evening,Unknown,Unknown,More,Unknown,HomeYard,Dog,Unknown,No,0,Negative,Unknown,KNguyen
3909,53.46677994,-113.5688777,n/a,2/27/2018,2018,2,27,Breeding,10:00:00 AM,Day,Sighting,Two,Unknown,OutdoorAct,Unknown,Unknown,No,1,Unknown,Healthy,Mpruden
3910,53.50854153,-113.5450918,74 Av NW x Saskatchewan Dr. NW,1/4/2018,2018,1,4,Breeding,8:00:00 AM,Night,Sighting,Two,Unknown,Cycling,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3911,53.55838195,-113.4554739,north side of Kinnaird Park,3/2/2018,2018,3,2,Breeding,Afternoon,Day,Sighting,Unknown,Unknown,Walking,Dog,Unknown,No,0,Negative,Unknown,Mpruden
3912,53.457024,-113.553828,Hollingsworth bend and Holland&rsquo;s landing ,3/5/2018,2018,3,5,Breeding,12:00:00 PM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DWack
3913,53.54047545,-113.4672957,94 street and cameron Ave ,3/6/2018,2018,3,6,Breeding,7:00:00 PM,Night,Encounter,Two,Unknown,Walking,Dog,Unknown,No,6,Unknown,Unknown,Mpruden
3914,53.551016,-113.401562,106 ave and 37 street,3/10/2018,2018,3,10,Breeding,8:00:00 PM,Night,Sighting,Two,Unknown,HomeYard,Unknown,Unknown,No,1,Unknown,Unknown,ACain
3915,53.60919705,-113.5401995,127 street &amp; 148 avenue in the treed area near 127 street,3/13/2018,2018,3,13,Breeding,11:00:00 AM,Day,Encounter,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3916,53.48712326,-113.6063428,On drive across from 104 Laurier Drive,3/15/2018,2018,3,15,Breeding,8:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,4,Unknown,Unknown,Mpruden
3917,53.49697,-113.562956,59 Ave &amp; 141St,3/15/2018,2018,3,15,Breeding,Morning,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
3918,53.51021318,-113.5689635,Unknown,3/19/2018,2018,3,19,Breeding,Afternoon,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3919,53.512067,-113.571857,145 Street and Laurier Drive Park,3/19/2018,2018,3,19,Breeding,Dawn,Night,Unknown,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TDupuis
3920,53.4917905,-113.4304916,Roper Road and 67 St,3/22/2018,2018,3,22,Breeding,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3921,53.516196,-113.555856,Buena vista and 82 ave,3/29/2018,2018,3,29,Breeding,Morning,Day,Sighting,One,Unknown,HomeYard,Dog,HomeYard,No,3,Unknown,Unknown,TDupuis
3922,53.43090955,-113.5383649,119 St and 9th Ave NW,4/2/2018,2018,4,2,Breeding,Night,Night,Encounter,Unknown,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
3923,53.58468138,-113.6971087,Behind Hawks Ridge Blvd NW,4/11/2018,2018,4,11,Breeding,4:00:00 PM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3924,53.617651,-113.4924,"97ST NW , 157AVE NW",4/16/2018,2018,4,16,Breeding,6:00:00 AM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
3925,53.52899714,-113.4749422,93 ave 96 street NW,4/18/2018,2018,4,18,Breeding,7:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,OffLeash,Yes,9,Unknown,Healthy,Mpruden
3926,53.52707912,-113.4763307,"92 Ave, west down trail in Mill Creek Ravine",4/29/2018,2018,4,29,Breeding,2:00:00 PM,Day,Encounter,One,Yes,Walking,Dog,Unknown,Unknown,8,Unknown,Unknown,Mpruden
3927,53.529626,-113.477903,"in the ravine closet exit, 94 Ave - 96 Street  the entrance into North end of Millcreek with no stairs.  We were running towards Conner&#039;s Road",4/30/2018,2018,4,30,Breeding,8:00:00 PM,Day,Encounter,One,Unknown,OutdoorAct,Dog,OffLeash,Yes,9,Unknown,Unknown,MTiwari
3928,53.52948982,-113.476556,Unknown,4/30/2018,2018,4,30,Breeding,8:00:00 PM,Day,Encounter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3929,53.52968652,-113.4780474,Millcreek Ravine trails by 96st NW &amp; 93 ave,5/7/2018,2018,5,7,PupRearing,3:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,No,7,Unknown,Unknown,Mpruden
3930,53.52906891,-113.4763951,93 ave 96 ST NW,5/8/2018,2018,5,8,PupRearing,4:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Leashed,Yes,6,Unknown,Unknown,Mpruden
3931,53.52952649,-113.4761618,96th and 93rd,5/14/2018,2018,5,14,PupRearing,6:00:00 AM,Day,Encounter,Two,Yes,OutdoorAct,Dog,Unknown,Yes,2,Unknown,Unknown,Mpruden
3932,53.63674771,-113.531949,174 ave 120 st ,5/28/2018,2018,5,28,PupRearing,Morning,Day,Sighting,Unknown,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3933,53.53321401,-113.5463686,"14th tee box, Royal Mayfair Golf Club",5/27/2018,2018,5,27,PupRearing,2:00:00 PM,Day,Sighting,One,Yes,OutdoorAct,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
3934,53.52924693,-113.4760625,93 ave and 96 St in Mill Creek Ravine,5/20/2018,2018,5,20,PupRearing,2:00:00 PM,Day,Encounter,One,Unknown,OutdoorAct,Dog,OffLeash,Yes,6,Unknown,Unknown,Mpruden
3935,53.53725668,-113.4822423,On ramp to 98 ave west,5/27/2018,2018,5,27,PupRearing,Evening,Unknown,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Mpruden
3936,53.4764908,-113.640903,Weaver Drive ,5/15/2018,2018,5,15,PupRearing,8:00:00 PM,Day,Sighting,One,Unknown,Unknown,Dog,Unknown,Unknown,4,Unknown,Unknown,Mpruden
3937,53.530201,-113.571955,Ravine entrance 146 st and Mackenzie ravine,5/29/2018,2018,5,29,PupRearing,7:00:00 PM,Day,Encounter,One,Unknown,HomeYard,Dog,HomeYard,No,Unknown,Unknown,Unhealthy,MTiwari
3938,53.52996174,-113.4787018,Mill Creek Ravine (East side) near 97 Street,5/13/2018,2018,5,13,PupRearing,Morning,Day,Encounter,One,Unknown,Walking,Dog,Leashed,No,8,Unknown,Unknown,Mpruden
3939,53.53001275,-113.4777577,"It was deep in mill creek ravine, south of pool",5/5/2018,2018,5,5,PupRearing,Morning,Day,Sighting,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3940,53.52983499,-113.4779806,Unknown,5/9/2018,2018,5,9,PupRearing,Evening,Unknown,Sighting,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3941,53.54300538,-113.4601961,Unknown,5/9/2018,2018,5,9,PupRearing,Evening,Unknown,Encounter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3942,53.46569405,-113.3947265,"34 street, 34th ave",5/25/2018,2018,5,25,PupRearing,7:00:00 AM,Day,Sighting,Unknown,Unknown,Unknown,Dog,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3943,53.621584,-113.49251,97 Street &amp; 160 Ave,5/31/2018,2018,5,31,PupRearing,Morning,Day,Sighting,Two,Unknown,Driving,Unknown,Unknown,No,0,Unknown,Unknown,TDupuis
3944,53.44287397,-113.5009427,Bearspaw park,2/1/2018,2018,2,1,Breeding,Morning,Day,Encounter,One,Unknown,Walking,Dog,Unknown,No,6,Unknown,Unknown,Mpruden
3945,53.46554186,-113.3817212,34ave &amp;  (see map location),6/2/2018,2018,6,2,PupRearing,11:00:00 AM,Day,Sighting,One,Unknown,OutdoorAct,Unknown,Unknown,No,1,Unknown,Unknown,Mpruden
3946,53.53241053,-113.4907074,Unknown,6/1/2018,2018,6,1,PupRearing,1:00:00 PM,Day,Sighting,One,Unknown,Walking,Unknown,Unknown,No,3,Unknown,Unknown,Mpruden
3947,53.509577,-113.60417,"79A Avenue, Lynnwood Way",6/3/2018,2018,6,3,PupRearing,10:00:00 AM,Day,Unknown,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unhealthy,CRandall
3948,53.52965,-113.475819,9317 96 street,6/4/2018,2018,6,4,PupRearing,Evening,Unknown,Sighting,Unknown,Yes,Unknown,Dog,Unknown,Unknown,Unknown,Unknown,Unknown,JButts
3949,53.45801579,-113.5481465,125 st 28a ave,5/27/2018,2018,5,27,PupRearing,8:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,Unknown,7,Unknown,Unknown,Mpruden
3950,53.4991612,-113.5644467,60th Avenue and 143rd Street (bike path going down into ravine by Fox Drive),6/6/2018,2018,6,6,PupRearing,6:00:00 AM,Day,Encounter,One,Unknown,OutdoorAct,Dog,Unknown,No,6,Negative,Healthy,Mpruden
3951,53.49973179,-113.5651967,60th ave and 143 st,6/6/2018,2018,6,6,PupRearing,6:00:00 AM,Day,Encounter,One,Unknown,OutdoorAct,Dog,Unknown,No,6,Unknown,Unknown,Mpruden
3952,53.614945,-113.565863,"142 Street &amp; 153 Ave (slightly east of the intersection, a popular walking path adjacent to the train track",1/18/2018,2018,1,18,Breeding,Afternoon,Day,Encounter,One,Unknown,Walking,Dog,Leashed,Yes,4,Neutral,Healthy,AHoron
3953,53.49396603,-113.5605092,"whitemud creek, 2 km north of snow valley ski club",6/8/2018,2018,6,8,PupRearing,9:00:00 AM,Day,Encounter,One,Unknown,OutdoorAct,Dog,Leashed,Yes,7,Unknown,Healthy,Mpruden
3954,53.50264557,-113.5903783,At bottom of stairway at old JCC location,6/10/2018,2018,6,10,PupRearing,2:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,OffLeash,Unknown,8,Neutral,Unknown,Mpruden
3955,53.49954944,-113.5649255,60th ave ahs 142st,6/13/2018,2018,6,13,PupRearing,Morning,Day,Encounter,One,Unknown,Walking,Dog,Leashed,Yes,6,Unknown,Unknown,Mpruden
3956,53.58987816,-113.3756943,Hermitage Park off leash dog park,6/13/2018,2018,6,13,PupRearing,1:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Leashed,No,4,Unknown,Unknown,Mpruden
3957,53.542103,-113.484582,Grierson Hill and the Shaw Cnference Center. North side of road.,6/9/2018,2018,6,9,PupRearing,2:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,No,6,Unknown,Unknown,KFleming
3958,53.56504755,-113.4222789,52 st and Ada Blvd,6/6/2018,2018,6,6,PupRearing,Afternoon,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,2,Unknown,Unknown,Mpruden
3959,53.55835646,-113.4583707,Jasper and 77th Street,6/14/2018,2018,6,14,PupRearing,7:00:00 AM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,Unknown,Unknown,Unknown,Mpruden
3960,53.46740754,-113.3983026,Kaasa Road West,6/28/2018,2018,6,28,PupRearing,10:00:00 AM,Day,Sighting,One,Unknown,Driving,Child,Unknown,Yes,1,Unknown,Unknown,Mpruden
3961,53.5381047,-113.4660954,98th ave near 91st street,6/30/2018,2018,6,30,PupRearing,Morning,Day,Sighting,One,Unknown,Driving,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
3962,53.508271,-113.568377,between Quenell crescent and whitemud Dr,7/3/2018,2018,7,3,PupRearing,8:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,CRandall
3963,53.529799,-113.562254,142St and 90Ave,4/5/2018,2018,4,5,Breeding,Evening,Unknown,Encounter,Two,Unknown,Walking,Dog,Leashed,Yes,9,Negative,Unknown,HDunsireÂ 
3964,53.52982144,-113.4756656,94Ave &amp; 96St,7/5/2018,2018,7,5,PupRearing,6:00:00 AM,Day,Encounter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
3965,53.5555905,-113.4472985,In park Below golf course,7/12/2018,2018,7,12,PupRearing,12:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,Unknown,8,Unknown,Unknown,Mpruden
3966,53.53088005,-113.4909434,100 St and 95Ave,7/14/2018,2018,7,14,PupRearing,8:00:00 AM,Day,Sighting,One,Unknown,OutdoorAct,Dog,Unknown,Yes,3,Unknown,Unknown,Mpruden
3967,53.5569034,-113.4641321,82 st &amp; jasper ave,7/21/2018,2018,7,21,PupRearing,Morning,Day,Encounter,Two,Unknown,Walking,Dog,Unknown,Yes,7,Unknown,Unknown,Mpruden
3968,53.494903,-113.563256,"141 St, 58 Ave.",7/22/2018,2018,7,22,PupRearing,Dawn,Night,Sighting,One,Unknown,Walking,Unknown,Unknown,Unknown,4,Unknown,Unknown,OCampbell
3969,53.52385827,-113.4786589,Mill Creek paved trail approximately opposite 88 Avenue,7/23/2018,2018,7,23,PupRearing,7:00:00 AM,Day,Sighting,One,Unknown,Cycling,Unknown,Unknown,No,2,Unknown,Unhealthy,Mpruden
